,num,title,init_year,area,genre,rating_num,comment_num,language,director,cast,movie_duration,tags
20,21,触不可及,2011,法国,剧情 喜剧,9.1,396482,法语,"奥利维·那卡什 Olivier Nakache', '艾力克·托兰达 Eric Toledano","弗朗索瓦·克鲁塞 François Cluzet', '奥玛·赛 Omar Sy', 'Anne Le Ny', 'Audrey Fleurot', 'Thomas Solivéres",112,"[{'count': 85171, 'name': '温情'}, {'count': 71848, 'name': '法国'}, {'count': 41623, 'name': '感人'}, {'count': 38332, 'name': '喜剧'}, {'count': 33043, 'name': '法式情怀'}, {'count': 23930, 'name': '剧情'}, {'count': 14290, 'name': '搞笑'}, {'count': 13181, 'name': '2011'}]"
21,22,天堂电影院,1988,意大利 法国,剧情 爱情,9.1,328134,"意大利语', '英语', '葡萄牙语",朱塞佩·托纳多雷 Giuseppe Tornatore,"安东娜拉·塔莉 Antonella Attili', '恩佐·卡拉瓦勒 Enzo Cannavale', '艾萨·丹尼埃利 Isa Danieli', '里奥·故罗塔 Leo Gullotta', '马克·莱昂纳蒂 Marco Leonardi', 'Pupella Maggio', 'Agnese Nano', '里奥普尔多·特里斯特 Leopoldo Trieste', '萨瓦特利·卡西欧 Salvatore Cascio', '塔诺·希玛罗萨 Tano Cimarosa', '尼古拉·平托 Nicola Di Pinto', 'Roberta Lena', '尼诺·戴罗佐 Nino Terzo', '雅克·贝汉 Jacques Perrin', '布丽吉特·佛西 Brigitte Fossey', '菲利浦·诺瓦雷 Philippe Noiret",155,"[{'count': 57768, 'name': '意大利'}, {'count': 51730, 'name': '经典'}, {'count': 44723, 'name': '成长'}, {'count': 39638, 'name': '天堂电影院'}, {'count': 23774, 'name': '托纳多雷'}, {'count': 22652, 'name': '剧情'}, {'count': 21958, 'name': '意大利电影'}, {'count': 13405, 'name': '电影'}]"
22,23,当幸福来敲门,2006,美国,剧情 传记 家庭,8.9,581069,"英语', '粤语",加布里尔·穆奇诺 Gabriele Muccino,"威尔·史密斯 Will Smith', '贾登·史密斯 Jaden Smith', '桑迪·牛顿 Thandie Newton', '布莱恩·豪威  Brian Howe', '詹姆斯·凯伦 James Karen', '丹·卡斯泰兰尼塔 Dan Castellaneta', '柯特·富勒 Kurt Fuller', '塔卡尤·费舍尔 Takayo Fischer', '凯文·韦斯特 Kevin West', '乔治·张 George Cheung', '戴维·迈克尔·西尔弗曼 David Michael Silverman', '多米尼克·博夫 Domenic Bove', '杰弗·卡伦 Geoff Callan', '乔伊芙·拉文 Joyful Raven', '斯科特·克拉斯 Scott Klace",117,"[{'count': 139793, 'name': '励志'}, {'count': 73096, 'name': '父子'}, {'count': 68083, 'name': '感动'}, {'count': 41015, 'name': '美国电影'}, {'count': 36150, 'name': '家庭'}, {'count': 34325, 'name': '经典'}, {'count': 33010, 'name': '人生'}, {'count': 28884, 'name': '剧情'}]"
23,24,星际穿越,2014,美国 英国 加拿大 冰岛,剧情 科幻 冒险,9.1,529120,英语,克里斯托弗·诺兰 Christopher Nolan,"马修·麦康纳 Matthew McConaughey', '安妮·海瑟薇 Anne Hathaway', '杰西卡·查斯坦 Jessica Chastain', '卡西·阿弗莱克 Casey Affleck', '迈克尔·凯恩 Michael Caine', '马特·达蒙 Matt Damon', '麦肯吉·弗依 Mackenzie Foy', '蒂莫西·柴勒梅德 Timothée Chalamet', '艾伦·伯斯汀 Ellen Burstyn', '约翰·利特高 John Lithgow', '韦斯·本特利 Wes Bentley', '大卫·吉雅西 David Gyasi', '比尔·欧文 Bill Irwin', '托弗·戈瑞斯 Topher Grace', '科莱特·沃夫 Collette Wolfe', '弗朗西斯·X·麦卡蒂 Francis X. McCarthy', '安德鲁·博尔巴 Andrew Borba', '乔什·斯图沃特 Josh Stewart', '莱雅·卡里恩斯 Leah Cairns', '利亚姆·迪金森 Liam Dickinson', '杰夫·赫普内尔 Jeff Hephner', '伊莱耶斯·加贝尔 Elyes Gabel', '布鲁克·史密斯 Brooke Smith', '大卫·奥伊罗 David Oyelowo', '威廉姆·德瓦内 William Devane', '拉什·费加 Russ Fega', '格里芬·弗雷泽 Griffen Fraser', '弗洛拉·诺兰 Flora Nolan",169,"[{'count': 111971, 'name': '科幻'}, {'count': 55602, 'name': '美国'}, {'count': 47012, 'name': '太空'}, {'count': 42669, 'name': '宇宙'}, {'count': 33950, 'name': '人性'}, {'count': 27032, 'name': '冒险'}, {'count': 25501, 'name': '亲情'}, {'count': 24338, 'name': '2014'}]"
24,25,无间道,2002,香港,剧情 犯罪 悬疑,9.0,435846,粤语,"刘伟强', '麦兆辉","刘德华', '梁朝伟', '黄秋生', '曾志伟', '郑秀文', '陈慧琳', '陈冠希', '余文乐', '杜汶泽', '林家栋', '萧亚轩",101,"[{'count': 67493, 'name': '香港'}, {'count': 44398, 'name': '警匪'}, {'count': 30882, 'name': '黑帮'}, {'count': 28020, 'name': '经典'}, {'count': 16717, 'name': '动作'}, {'count': 15389, 'name': '犯罪'}, {'count': 11131, 'name': '剧情'}, {'count': 9493, 'name': '中国'}]"
25,26,怦然心动,2010,美国,剧情 喜剧 爱情,8.9,600136,英语,罗伯·莱纳 Rob Reiner,"玛德琳·卡罗尔 Madeline Carroll', '卡兰·麦克奥利菲 Callan McAuliffe', '瑞贝卡·德·莫妮 Rebecca De Mornay', '安东尼·爱德华兹 Anthony Edwards', '约翰·马奥尼 John Mahoney', '佩内洛普·安·米勒 Penelope Ann Miller', '艾丹·奎因 Aidan Quinn', '凯文·韦斯曼 Kevin Weisman', '摩根·莉莉 Morgan Lily', '肖恩·哈珀 Shane Harper', '瑞安·克茨纳 Ryan Ketzner', '吉莉安·普法夫 Gillian Pfaff', '迈克尔·博萨 Michael Boza', '博·勒纳 Beau Lerner', '杰奎琳·埃沃拉 Jacquelyn Evola', '泰勒·格鲁秀斯 Taylor Groothuis",90,"[{'count': 126462, 'name': '爱情'}, {'count': 123170, 'name': '青春'}, {'count': 95675, 'name': '成长'}, {'count': 46164, 'name': '美国电影'}, {'count': 42209, 'name': '温情'}, {'count': 37291, 'name': '文艺'}, {'count': 35928, 'name': '浪漫'}, {'count': 26716, 'name': '初恋'}]"
26,27,十二怒汉,1957,美国,剧情,9.4,183720,英语,Sidney Lumet,"亨利·方达 Henry Fonda', '马丁·鲍尔萨姆 Martin Balsam', '约翰·菲尔德 John Fiedler', '李·科布 Lee J. Cobb', 'E.G.马绍尔 E.G. Marshall', '杰克·克卢格曼  Jack Klugman', '爱德华·宾斯 Edward Binns', '杰克·瓦尔登 Jack Warden', 'Joseph Sweeney', '埃德·贝格利 Ed Begley', '乔治·沃斯科维奇 George Voskovec', '罗伯特·韦伯 Robert Webber",96,"[{'count': 33404, 'name': '经典'}, {'count': 29765, 'name': '美国'}, {'count': 29352, 'name': '人性'}, {'count': 19164, 'name': '黑白'}, {'count': 18993, 'name': '剧情'}, {'count': 10610, 'name': '1957'}, {'count': 8687, 'name': '法律'}, {'count': 4320, 'name': '悬疑'}]"
27,28,搏击俱乐部,1999,美国 德国,剧情 动作 悬疑 惊悚,9.0,423390,英语,大卫·芬奇 David Fincher,"爱德华·诺顿 Edward Norton', '布拉德·皮特 Brad Pitt', '海伦娜·邦汉·卡特 Helena Bonham Carter', '扎克·格雷尼尔 Zach Grenier', '米特·洛夫 Meat Loaf', '杰瑞德·莱托 Jared Leto', '艾恩·贝利 Eion Bailey', '里奇蒙德·阿奎特  Richmond Arquette', '乔治·马奎尔 George Maguire",139,"[{'count': 63433, 'name': '心理'}, {'count': 55532, 'name': '美国'}, {'count': 46266, 'name': '暴力'}, {'count': 44845, 'name': '悬疑'}, {'count': 42900, 'name': '经典'}, {'count': 30003, 'name': '剧情'}, {'count': 26351, 'name': '黑色'}, {'count': 21649, 'name': '犯罪'}]"
28,29,少年派的奇幻漂流,2012,美国 台湾 英国 加拿大,剧情 奇幻 冒险,9.0,617543,"英语', '泰米尔语', '法语', '日语', '印地语', '汉语普通话",李安 Ang Lee,"苏拉·沙玛 Suraj Sharma', '拉菲·斯波 Rafe Spall', '伊尔凡·可汗 Irrfan Khan', '杰拉尔·德帕迪约 Gérard Depardieu', '塔布 Tabu', '阿迪勒·侯赛因 Adil Hussain', '阿尤什·坦东 Ayush Tandon', '王柏杰 Bo-Chieh Wang', 'Jun Naito",127,"[{'count': 116236, 'name': '奇幻'}, {'count': 79952, 'name': '人性'}, {'count': 76662, 'name': '冒险'}, {'count': 45184, 'name': '美国'}, {'count': 38599, 'name': '3D'}, {'count': 36504, 'name': '人生'}, {'count': 29917, 'name': '剧情'}, {'count': 22031, 'name': '文艺'}]"
29,30,指环王3：王者无敌,2003,美国 新西兰,剧情 动作 奇幻 冒险,9.1,303666,"英语', '昆雅语', '古英语', '辛达林语",彼得·杰克逊 Peter Jackson,"维果·莫腾森 Viggo Mortensen', '伊利亚·伍德 Elijah Wood', '西恩·奥斯汀 Sean Astin', '丽芙·泰勒 Liv Tyler', '伊恩·麦克莱恩 Ian McKellen', '奥兰多·布鲁姆 Orlando Bloom', '凯特·布兰切特 Cate Blanchett', '米兰达·奥图 Miranda Otto', '安迪·瑟金斯 Andy Serkis', '雨果·维文 Hugo Weaving', '多米尼克·莫纳汉 Dominic Monaghan', '比利·博伊德 Billy Boyd', '马尔顿·索克斯 Marton Csokas', '卡尔·厄本 Karl Urban', '克里斯托弗·李 Christopher Lee', '约翰·瑞斯-戴维斯 John Rhys-Davies",201,"[{'count': 60539, 'name': '魔幻'}, {'count': 47268, 'name': '史诗'}, {'count': 32104, 'name': '经典'}, {'count': 31608, 'name': '美国'}, {'count': 14044, 'name': '战争'}, {'count': 10070, 'name': '奥斯卡'}, {'count': 9982, 'name': '新西兰'}, {'count': 9901, 'name': '2003'}]"
30,31,鬼子来了,2000,中国大陆,剧情 战争,9.2,248289,"汉语普通话', '日语', '唐山话",姜文 Wen Jiang,"姜文 Wen Jiang', '香川照之 Teruyuki Kagawa', '袁丁 Ding Yuan', '姜鸿波 Hongbo jiang', '陈强 Qiang Chen', '丛志军 Zhijun Cong', '喜子 Zi Xi', '李海滨 Haibin Li', '泽田谦也 Kenya Sawada', '蔡卫东 Weidong Cai', '陈莲梅 Lianmei Chen', '宫路佳具 Yoshimoto Miyaji', '吴大维 David Wu', 'Junichi Kajioka', '姜武 Wu Jiang",139,"[{'count': 57714, 'name': '姜文'}, {'count': 33821, 'name': '人性'}, {'count': 27736, 'name': '战争'}, {'count': 22860, 'name': '鬼子来了'}, {'count': 18409, 'name': '中国电影'}, {'count': 17844, 'name': '抗日'}, {'count': 17373, 'name': '中国'}, {'count': 12139, 'name': '大陆'}]"
31,32,蝙蝠侠：黑暗骑士,2008,美国 英国,剧情 动作 科幻 犯罪 惊悚,9.0,349277,"英语', '汉语普通话",克里斯托弗·诺兰 Christopher Nolan,"克里斯蒂安·贝尔 Christian Bale', '希斯·莱杰 Heath Ledger', '艾伦·艾克哈特 Aaron Eckhart', '迈克尔·凯恩 Michael Caine', '玛吉·吉伦哈尔 Maggie Gyllenhaal', '加里·奥德曼 Gary Oldman', '摩根·弗里曼 Morgan Freeman', '莫尼克·加布里埃拉·库尔内 Monique Gabriela Curnen', '罗恩·迪恩 Ron Dean', '基里安·墨菲 Cillian Murphy', '黄经汉 Chin Han', '内斯特·卡博内尔 Nestor Carbonell', '埃里克·罗伯茨 Eric Roberts', '里特奇·科斯特 Ritchie Coster', '安东尼·迈克尔·豪尔 Anthony Michael Hall', '基斯·斯扎拉巴基克 Keith Szarabajka', '柯林·麦克法兰 Colin McFarlane', '约书亚·哈尔托 Joshua Harto', '美琳达·麦格劳 Melinda McGraw', '内森·甘宝 Nathan Gamble', '迈克尔·维约 Michael Vieau', '迈克尔·斯托扬诺夫 Michael Stoyanov', '威廉·斯米利 William Smillie', '丹尼·高德林 Danny Goldring', '迈克尔·加·怀特 Michael Jai White', ""马修·奥尼尔 Matthew O'Neill"", '威廉·菲德内尔 William Fichtner', '欧鲁米基·欧拉乌米 Olumiji Olawumi', '格雷格·比姆 Gregory Beam', '爱利克·赫尔曼 Erik Hellman', '毕崔斯·罗森 Beatrice Rosen', '文森佐·尼克力 Vincenzo Nicoli', '陈冠希 Edison Chen",152,"[{'count': 41967, 'name': '美国'}, {'count': 39663, 'name': '科幻'}, {'count': 31295, 'name': '诺兰'}, {'count': 30654, 'name': '动作'}, {'count': 25738, 'name': '犯罪'}, {'count': 22568, 'name': '人性'}, {'count': 20364, 'name': '经典'}, {'count': 18823, 'name': '漫画改编'}]"
32,33,活着,1994,中国大陆 香港,剧情 历史 家庭,9.1,291915,汉语普通话,张艺谋 Yimou Zhang,"葛优 You Ge', '巩俐 Li Gong', '姜武 Wu Jiang', '牛犇 Ben Niu', '郭涛 Tao Guo', '张璐 Lu Zhang', '倪大红 Dahong Ni', '肖聪 Cong Xiao', '董飞 Fei Dong', '刘天池 Tianchi Liu', '董立范 Lifan Dong', '黄宗洛 Zongluo Huang', '刘燕瑾', '李连义', '杨同顺",132,"[{'count': 50484, 'name': '张艺谋'}, {'count': 34506, 'name': '活着'}, {'count': 29179, 'name': '葛优'}, {'count': 26819, 'name': '文革'}, {'count': 24669, 'name': '中国电影'}, {'count': 21092, 'name': '巩俐'}, {'count': 19769, 'name': '剧情'}, {'count': 18977, 'name': '中国'}]"
33,34,天空之城,1986,日本,动画 奇幻 冒险,9.0,355681,日语,宫崎骏 Hayao Miyazaki,"田中真弓 Mayumi Tanaka', '横泽启子 Keiko Yokozawa', '初井言荣 Kotoe Hatsui', '寺田农 Minori Terada', '常田富士男 Fujio Tokita', '永井一郎 Ichirô Nagai', '糸博 Hiroshi Ito', '鹫尾真知子 Machiko Washio', '神山卓三 Takuzô Kamiyama', '安原义人 Yoshito Yasuhara', '槐柳二 Ryûji Saikachi', '鳕子 Tarako",125,"[{'count': 92865, 'name': '宫崎骏'}, {'count': 50024, 'name': '动画'}, {'count': 40389, 'name': '天空之城'}, {'count': 40181, 'name': '日本'}, {'count': 21744, 'name': '动漫'}, {'count': 19662, 'name': '日本动画'}, {'count': 17920, 'name': '宮崎駿'}, {'count': 11589, 'name': '电影'}]"
34,35,罗马假日,1953,美国,喜剧 剧情 爱情,8.9,411122,"英语', '意大利语', '德语",威廉·惠勒 William Wyler,"奥黛丽·赫本 Audrey Hepburn', '格利高里·派克 Gregory Peck', '埃迪·艾伯特 Eddie Albert', '哈特利·鲍尔 Hartley Power', '哈考特·威廉姆斯 Harcourt Williams",118,"[{'count': 98130, 'name': '奥黛丽·赫本'}, {'count': 78622, 'name': '经典'}, {'count': 76124, 'name': '爱情'}, {'count': 38356, 'name': '浪漫'}, {'count': 35888, 'name': '罗马假日'}, {'count': 29869, 'name': '美国'}, {'count': 18377, 'name': '美国电影'}, {'count': 12692, 'name': '电影'}]"
35,36,大话西游之月光宝盒,1995,香港 中国大陆,喜剧 爱情 奇幻 冒险,8.9,430537,"粤语', '汉语普通话",刘镇伟 Jeffrey Lau,"周星驰 Stephen Chow', '吴孟达 Man Tat Ng', '罗家英 Kar-Ying Law', '蓝洁瑛 Kit Ying Lam', '莫文蔚 Karen Mok', '江约诚 Johnnie Kong Yeuk-Sing', '陆树铭 Shuming Lu', '刘镇伟 Jeffrey Lau', '朱茵 Athena Chu', '李健仁 Kin-Yan Lee",87,"[{'count': 56349, 'name': '喜剧'}, {'count': 54980, 'name': '经典'}, {'count': 46436, 'name': '香港'}, {'count': 37296, 'name': '爱情'}, {'count': 31330, 'name': '大话西游'}, {'count': 20729, 'name': '搞笑'}, {'count': 9878, 'name': '中国'}, {'count': 7796, 'name': '1995'}]"
36,37,飞屋环游记,2009,美国,剧情 喜剧 动画 冒险,8.9,532803,英语,"彼特·道格特 Pete Docter', '鲍勃·彼德森 Bob Peterson","爱德华·阿斯纳 Edward Asner', '克里斯托弗·普卢默 Christopher Plummer', '乔丹·长井 Jordan Nagai', '鲍勃·彼德森 Bob Peterson', '戴尔里·林多 Delroy Lindo', '杰罗姆·兰福特 Jerome Ranft', '约翰·拉岑贝格 John Ratzenberger', '大卫·卡耶 David Kaye', '艾丽·道克特 Elie Docter', '杰里米·利里 Jeremy Leary', '米凯·麦高万 Mickie McGowan', '丹尼·曼恩 Danny Mann', '唐纳德·富利洛夫 Donald Fullilove', '杰斯·哈梅尔 Jess Harnell', '乔什·库雷 Josh Cooley', '彼特·道格特 Pete Docter",96,"[{'count': 115557, 'name': '动画'}, {'count': 64685, 'name': '梦想'}, {'count': 61758, 'name': '美国'}, {'count': 49117, 'name': '冒险'}, {'count': 40738, 'name': 'pixar'}, {'count': 34362, 'name': '爱情'}, {'count': 23533, 'name': 'Disney'}, {'count': 21586, 'name': '3D'}]"
37,38,两杆大烟枪,1998,英国,剧情 喜剧 犯罪,9.1,288162,英语,Guy Ritchie,"Jason Flemyng', 'Dexter Fletcher', 'Nick Moran', 'Jason Statham', 'Steven Mackintosh', 'Sting', '维尼·琼斯 Vinnie Jones",107,"[{'count': 72958, 'name': '黑色幽默'}, {'count': 44699, 'name': '英国'}, {'count': 30040, 'name': '喜剧'}, {'count': 27590, 'name': '犯罪'}, {'count': 18921, 'name': '黑帮'}, {'count': 16366, 'name': '剧情'}, {'count': 11211, 'name': '黑色'}, {'count': 8668, 'name': '经典'}]"
38,39,窃听风暴,2006,德国,剧情 悬疑,9.1,238927,德语,弗洛里安·亨克尔·冯·多纳斯马 Florian Henckel von Donnersmarck,"乌尔里希·穆埃 Ulrich Mühe', '马蒂娜·戈黛特 Martina Gedeck', '塞巴斯蒂安·考奇 Sebastian Koch', '乌尔里奇·图克尔 Ulrich Tukur', '托马斯·席尔梅 Thomas Thieme",137,"[{'count': 42591, 'name': '德国'}, {'count': 41227, 'name': '人性'}, {'count': 22109, 'name': '剧情'}, {'count': 20199, 'name': '德国电影'}, {'count': 18217, 'name': '东德'}, {'count': 17037, 'name': '社会主义'}, {'count': 15696, 'name': '窃听'}, {'count': 7842, 'name': '2006'}]"
39,40,飞越疯人院,1975,美国,剧情,9.0,291926,英语,米洛斯·福尔曼 Miloš Forman,"杰克·尼科尔森 Jack Nicholson', '丹尼·德维托 Danny DeVito', '克里斯托弗·洛伊德 Christopher Lloyd', '路易丝·弗莱彻 Louise Fletcher', 'Ted Markland', '布拉德·道里夫 Brad Dourif",133,"[{'count': 48864, 'name': '人性'}, {'count': 40073, 'name': '经典'}, {'count': 39416, 'name': '自由'}, {'count': 38983, 'name': '美国'}, {'count': 20475, 'name': '剧情'}, {'count': 12077, 'name': '1975'}, {'count': 7341, 'name': '心理'}, {'count': 5206, 'name': '人生'}]"
40,41,疯狂动物城,2016,美国,喜剧 动画 冒险,9.2,547965,"英语', '挪威语","拜伦·霍华德 Byron Howard', '瑞奇·摩尔 Rich Moore', '杰拉德·布什 Jared Bush","金妮弗·古德温 Ginnifer Goodwin', '杰森·贝特曼 Jason Bateman', '伊德里斯·艾尔巴 Idris Elba', '珍妮·斯蕾特 Jenny Slate', '内特·托伦斯 Nate Torrence', '邦尼·亨特 Bonnie Hunt', '唐·雷克 Don Lake', '汤米·钟 Tommy Chong', 'J·K·西蒙斯 J.K. Simmons', '奥克塔维亚·斯宾瑟 Octavia Spencer', '艾伦·图代克 Alan Tudyk', '夏奇拉 Shakira', '雷蒙德·S·佩尔西 Raymond S. Persi', '德拉·萨巴 Della Saba', '莫里斯·拉马奇 Maurice LaMarche', '菲尔·约翰斯顿 Phil Johnston', '约翰·迪·玛吉欧 John Di Maggio', '凯蒂·洛斯 Katie Lowes', '吉塔·雷迪 Gita Reddy', '杰西·科尔蒂 Jesse Corti', ""汤米·利斯特 Tommy 'Tiny' Lister"", '乔希·达拉斯 Josh Dallas', '瑞奇·摩尔 Rich Moore', '凯特·索西 Kath Soucie', '彼得·曼斯布里奇 Peter Mansbridge', '拜伦·霍华德 Byron Howard', '杰拉德·布什 Jared Bush', '马克·史密斯 Mark Rhino Smith', '乔西·特立尼达 Josie Trinidad', '约翰·拉维尔 John Lavelle', '克里斯汀·贝尔 Kristen Bell', '吉尔·科德斯 Jill Cordes', '梅利莎·古德温 Melissa Goodwin",109,"[{'count': 79506, 'name': '动画'}, {'count': 58830, 'name': '迪士尼'}, {'count': 45807, 'name': '美国'}, {'count': 42732, 'name': '喜剧'}, {'count': 37584, 'name': 'Disney'}, {'count': 36023, 'name': '动物'}, {'count': 34244, 'name': '搞笑'}, {'count': 30673, 'name': '2016'}]"
41,42,控方证人,1957,美国,剧情 犯罪 悬疑,9.6,101989,"英语', '德语",比利·怀尔德 Billy Wilder,"查尔斯·劳顿 Charles Laughton', '泰隆·鲍华 Tyrone Power', '玛琳·黛德丽 Marlene Dietrich', '爱尔莎·兰切斯特 Elsa Lanchester', 'John Williams', '亨利·丹尼尔 Henry Daniell', 'Ian Wolfe', 'Torin Thatcher', 'Norma Varden",116,"[{'count': 20706, 'name': '悬疑'}, {'count': 15215, 'name': '经典'}, {'count': 13049, 'name': '美国'}, {'count': 12240, 'name': '犯罪'}, {'count': 11557, 'name': '推理'}, {'count': 9763, 'name': '黑白'}, {'count': 9656, 'name': '法律'}, {'count': 9084, 'name': '剧情'}]"
42,43,闻香识女人,1992,美国,剧情,8.9,343712,英语,马丁·布莱斯 Martin Brest,"阿尔·帕西诺 Al Pacino', ""克里斯·奥唐纳 Chris O'Donnell"", '詹姆斯·瑞布霍恩 James Rebhorn', '加布里埃尔·安瓦尔 Gabrielle Anwar', '菲利普·塞默·霍夫曼 Philip Seymour Hoffman', 'Richard Venture', '布莱德利·惠特福德 Bradley Whitford', 'Rochelle Oliver', 'Margaret Eginton', 'Tom Riis Farrell', 'Nicholas Sadler', '托德·路易斯 Todd Louiso', 'Matt Smith', 'Gene Canfield', '弗兰西丝·康罗伊 Frances Conroy",157,"[{'count': 50392, 'name': '经典'}, {'count': 48017, 'name': '阿尔·帕西诺'}, {'count': 36755, 'name': '美国'}, {'count': 29265, 'name': '闻香识女人'}, {'count': 25980, 'name': '人性'}, {'count': 23275, 'name': '剧情'}, {'count': 17421, 'name': '美国电影'}, {'count': 13900, 'name': 'AlPacino'}]"
43,44,海豚湾,2009,美国,纪录片,9.3,190641,"英语', '日语",Louie Psihoyos,"John Chisholm', 'Mandy-Rae Cruikshank', 'Charles Hambleton', 'Simon Hutchins', 'Kirk Krack', '伊莎贝尔·卢卡斯 Isabel Lucas', ""Richard O'Barry"", '海顿·潘妮蒂尔 Hayden Panettiere', 'Louie Psihoyos",92,"[{'count': 67832, 'name': '纪录片'}, {'count': 30641, 'name': '环保'}, {'count': 27737, 'name': '人性'}, {'count': 21796, 'name': '震撼'}, {'count': 17374, 'name': '残酷'}, {'count': 17037, 'name': '美国'}, {'count': 8254, 'name': '2009'}, {'count': 6789, 'name': '政治'}]"
44,45,哈尔的移动城堡,2004,日本,爱情 动画 奇幻 冒险,8.9,375877,日语,宫崎骏 Hayao Miyazaki,"倍赏千惠子 Chieko Baishô', '木村拓哉 Takuya Kimura', '美轮明宏 Akihiro Miwa', '我修院达也 Tatsuya Gashûin', '神木隆之介 Ryûnosuke Kamiki', '伊崎充则 Mitsunori Isaki', '大泉洋 Yô Ôizumi', '大塚明夫 Akio Ôtsuka', '原田大二郎 Daijiro Harada', '加藤治子 Haruko Kato', '都筑香弥子 Yayoi Kazuki",119,"[{'count': 87767, 'name': '宫崎骏'}, {'count': 47731, 'name': '动画'}, {'count': 38138, 'name': '日本'}, {'count': 32776, 'name': '哈尔的移动城堡'}, {'count': 18268, 'name': '动漫'}, {'count': 17036, 'name': '日本动画'}, {'count': 15290, 'name': '宫崎峻'}, {'count': 12837, 'name': '爱情'}]"
45,46,V字仇杀队,2005,美国 英国 德国,剧情 动作 科幻 惊悚,8.8,445243,英语,詹姆斯·麦克特格 James McTeigue,"娜塔莉·波特曼 Natalie Portman', '雨果·维文 Hugo Weaving', '斯蒂芬·瑞 Stephen Rea', '斯蒂芬·弗雷 Stephen Fry', '约翰·赫特 John Hurt', '蒂姆·皮戈特-史密斯 Tim Pigott-Smith', '鲁珀特·格雷夫斯 Rupert Graves', '罗杰·阿拉姆 Roger Allam', '本·迈尔斯 Ben Miles', '西妮德·库萨克 Sinéad Cusack', '娜塔莎·怀特曼 Natasha Wightman', '约翰·斯坦丁 John Standing', '埃迪·马森 Eddie Marsan', '克里夫·阿什伯恩 Clive Ashborn', 'Emma Field-Rayner', '伊安·布尔费尔德 Ian Burfield', 'Mark Phoenix', 'Alister Mazzotti', '比莉·库克 Billie Cook', '盖伊·亨利 Guy Henry', '科斯马·肖 Cosima Shaw', 'Megan Gay', 'Roderic Culver', 'Tara Hacking', 'Andy Rashleigh', '查德·史塔赫斯基 Chad Stahelski', '布拉德利·斯蒂夫·福特 Bradley Steve Ford', 'Madeleine Rakic-Platt', '塞丽娜·贾尔斯 Selina Giles', '卡斯腾·海斯 Carsten Hayes', '伊莫琴·普茨 Imogen Poots', '劳拉·格林伍德 Laura Greenwood', 'Kyra Meyer', '玛丽·萧克莱  Mary Stockley', '理查德·莱恩 Richard Laing', 'Michael Simkins",132,"[{'count': 78944, 'name': '政治'}, {'count': 46446, 'name': '美国'}, {'count': 36837, 'name': '剧情'}, {'count': 32249, 'name': '科幻'}, {'count': 23364, 'name': 'NataliePortman'}, {'count': 22621, 'name': '动作'}, {'count': 19834, 'name': '暴力'}, {'count': 18577, 'name': '美国电影'}]"
46,47,教父2,1974,美国,剧情 犯罪,9.1,199453,"英语', '意大利语', '西班牙语', '拉丁语', '西西里语",弗朗西斯·福特·科波拉 Francis Ford Coppola,"阿尔·帕西诺 Al Pacino', '罗伯特·杜瓦尔 Robert Duvall', '黛安·基顿 Diane Keaton', '罗伯特·德尼罗 Robert De Niro', '约翰·凯泽尔 John Cazale', '塔莉娅·夏尔 Talia Shire', '李·斯特拉斯伯格 Lee Strasberg', '迈克尔·V·格佐 Michael V. Gazzo', 'G·D·斯普拉德林 G.D. Spradlin', '理查德·布赖特 Richard Bright', '加斯通·莫辛 Gastone Moschin', '汤姆·罗斯奎 Tom Rosqui', '布鲁诺·柯比 Bruno Kirby', '弗兰克•西维罗 Frank Sivero', '弗朗西丝卡·德·萨维奥 Francesca De Sapio",202,"[{'count': 32418, 'name': '黑帮'}, {'count': 29937, 'name': '教父'}, {'count': 28047, 'name': '经典'}, {'count': 21091, 'name': '美国'}, {'count': 13741, 'name': '犯罪'}, {'count': 9992, 'name': '剧情'}, {'count': 3580, 'name': '人性'}, {'count': 3256, 'name': '1974'}]"
47,48,辩护人,2013,韩国,剧情,9.1,223447,韩语,杨宇硕 Woo-seok Yang,"宋康昊 Kang-ho Song', '吴达洙 Dal-su Oh', '金英爱 Yeong-ae Kim', '郭道元 Do-Won Kwak', '林时完 Si-Wan Lim",127,"[{'count': 46460, 'name': '韩国'}, {'count': 31023, 'name': '政治'}, {'count': 26688, 'name': '法律'}, {'count': 24677, 'name': '民主'}, {'count': 23388, 'name': '人性'}, {'count': 15760, 'name': '剧情'}, {'count': 8888, 'name': '感人'}, {'count': 7821, 'name': '2013'}]"
